DRXFDCD,DRXFCLD
91304010.0,"Topping, butterscotch or caramel"
91304020.0,"Topping, chocolate"
91304030.0,"Topping, fruit"
91304040.0,"Topping, marshmallow"
91304060.0,"Topping, nuts and syrup"
91304090.0,Chocolate hazelnut spread
91305010.0,"Icing, chocolate"
91305020.0,"Icing, white"
91306020.0,"Caramel dip, regular"
91306025.0,"Caramel dip, light"
91306030.0,Chocolate dip
91306040.0,Dessert dip
91361010.0,Sweet and sour sauce
91361040.0,Dessert sauce
91361050.0,Duck sauce
91400000.0,"Jam or jelly, NFS"
91401000.0,Jelly
91402000.0,Jam
91403000.0,Fruit butter
91404000.0,Marmalade
91405000.0,"Jam or jelly, sugar free"
91405500.0,"Jam or jelly, reduced sugar"
91406500.0,"Jam or jelly, fruit juice sweetened"
91407100.0,Guava paste
91407120.0,Sweet potato paste
91407150.0,"Bean paste, sweetened"
91501010.0,Gelatin dessert
91501020.0,Gelatin dessert with fruit
91501100.0,Gelatin salad with vegetables
91511010.0,"Gelatin dessert, sugar free"
91511020.0,"Gelatin dessert, sugar free, with fruit"
91520100.0,Yokan
91560100.0,Haupia
91601000.0,Italian Ice
91601010.0,"Italian Ice, no sugar added"
91610900.0,"Popsicle, NFS"
91611000.0,Popsicle
91611100.0,"Popsicle, no sugar added"
91612000.0,Freezer pop
91621000.0,Snow cone
91621050.0,"Snow cone, no sugar added"
91700010.0,"Candy, NFS"
91701010.0,"Almonds, chocolate covered candy"
91705005.0,"Chocolate candy, other, NFS"
91705010.0,Chocolate candy
91705012.0,"Chocolate candy with nuts, other, NFS"
91705015.0,Chocolate candy with nuts
91705020.0,Chocolate candy with cereal
91705080.0,"Chocolate candy, cookie filled"
91705200.0,Chocolate chips
91705250.0,"Candy, sprinkles"
91705290.0,"Dark chocolate candy, other, NFS"
91705300.0,Dark chocolate candy
91705312.0,"Dark chocolate candy with nuts, other, NFS"
91705315.0,Dark chocolate candy with nuts
91705400.0,White chocolate candy
91705440.0,"Chocolate candy, fudge"
91705450.0,"Chocolate candy, caramel filled"
91705460.0,"Chocolate candy, caramel filled with nuts"
91705470.0,"Chocolate candy, coconut filled"
91705480.0,"Chocolate candy, cream filled"
91705510.0,"Chocolate candy, nougat filled"
91705520.0,"Chocolate candy, nougat filled with nuts"
91705530.0,"Chocolate candy, peanut butter filled"
91705550.0,Chocolate candy with dried fruit
91706010.0,"Chocolate candy, sugar free"
91706020.0,"Candy, non chocolate, other, NFS"
91718300.0,"Ladoo, round ball"
91721000.0,"Candy, licorice"
91723000.0,"Candy, marshmallow"
91723030.0,"Candy, caramel"
91728000.0,"Candy, nougat with nuts"
91731000.0,"Peanuts, chocolate covered candy"
91733000.0,"Candy, peanut brittle"
91745000.0,"Candy, mint"
91745010.0,"Candy, gummy"
91745025.0,"Candy, hard"
91745030.0,"Candy, lollipop"
91745035.0,Cough drops
91745050.0,"Candy, cotton"
91745110.0,"Candy, fruit flavored pieces"
91746100.0,"Chocolate candy, candy shell"
91746110.0,"Chocolate candy, candy shell with nuts"
91746300.0,"Candy, fruit snacks"
91746350.0,"Candy, fruit leather"
91750000.0,"Candy, taffy"
91770060.0,"Candy, non chocolate, sugar free"
91801000.0,Chewing gum
91802000.0,"Chewing gum, sugar free"
92100000.0,"Coffee, NS as to type"
92100500.0,"Coffee, NS as to brewed or instant"
92101000.0,"Coffee, brewed"
92101500.0,"Coffee, brewed, blend of regular and decaffeinated"
92101600.0,"Coffee, Turkish"
92101610.0,"Coffee, espresso"
92101630.0,"Coffee, espresso, decaffeinated"
92101700.0,"Coffee, brewed, flavored"
92101800.0,"Coffee, Cuban"
92101810.0,"Coffee, macchiato"
92101820.0,"Coffee, macchiato, sweetened"
92101850.0,"Coffee, cafe con leche"
92101851.0,"Coffee, cafe con leche, decaffeinated"
92101900.0,"Coffee, Latte"
92101901.0,"Coffee, Latte, nonfat"
92101903.0,"Coffee, Latte, with non-dairy milk"
92101904.0,"Coffee, Latte, flavored"
92101905.0,"Coffee, Latte, nonfat, flavored"
92101906.0,"Coffee, Latte, with non-dairy milk, flavored"
92101910.0,"Coffee, Latte, decaffeinated"
92101911.0,"Coffee, Latte, decaffeinated, nonfat"
92101913.0,"Coffee, Latte, decaffeinated, with non-dairy milk"
92101917.0,"Coffee, Latte, decaffeinated, flavored"
92101918.0,"Coffee, Latte, decaffeinated, nonfat, flavored"
92101919.0,"Coffee, Latte, decaffeinated, with non-dairy milk, flavored"
92101920.0,Frozen coffee drink
92101921.0,"Frozen coffee drink, nonfat"
92101923.0,"Frozen coffee drink, with non-dairy milk"
92101925.0,"Frozen coffee drink, with whipped cream"
92101926.0,"Frozen coffee drink, nonfat, with whipped cream"
92101928.0,"Frozen coffee drink, with non-dairy milk and whipped cream"
92101930.0,"Frozen coffee drink, decaffeinated"
92101931.0,"Frozen coffee drink, decaffeinated, nonfat"
92101933.0,"Frozen coffee drink, decaffeinated, with non-dairy milk"
92101935.0,"Frozen coffee drink, decaffeinated, with whipped cream"
92101936.0,"Frozen coffee drink, decaffeinated, nonfat, with whipped cream"
92101938.0,"Frozen coffee drink, decaffeinated, with non-dairy milk and whipped cream"
92101950.0,"Coffee, Cafe Mocha"
92101955.0,"Coffee, Cafe Mocha, nonfat"
92101960.0,"Coffee, Cafe Mocha, with non-dairy milk"
92101965.0,"Coffee, Cafe Mocha, decaffeinated"
92101970.0,"Coffee, Cafe Mocha, decaffeinated, nonfat"
92101975.0,"Coffee, Cafe Mocha, decaffeinated, with non-dairy milk"
92102000.0,Frozen mocha coffee drink
92102010.0,"Frozen mocha coffee drink, nonfat"
92102020.0,"Frozen mocha coffee drink, with non-dairy milk"
92102030.0,"Frozen mocha coffee drink, with whipped cream"
92102040.0,"Frozen mocha coffee drink, nonfat, with whipped cream"
92102050.0,"Frozen mocha coffee drink, with non-dairy milk and whipped cream"
92102060.0,"Frozen mocha coffee drink, decaffeinated"
92102070.0,"Frozen mocha coffee drink, decaffeinated, nonfat"
92102080.0,"Frozen mocha coffee drink, decaffeinated, with non-dairy milk"
92102090.0,"Frozen mocha coffee drink, decaffeinated, with whipped cream"
92102100.0,"Frozen mocha coffee drink, decaffeinated, nonfat, with whipped cream"
92102110.0,"Frozen mocha coffee drink, decaffeinated, with non-dairy milk and whipped cream"
92102400.0,"Iced Coffee, brewed"
92102401.0,"Iced Coffee, brewed, decaffeinated"
92102450.0,"Iced Coffee, pre-lightened and pre-sweetened"
92102500.0,"Coffee, Iced Latte"
92102501.0,"Coffee, Iced Latte, nonfat"
92102502.0,"Coffee, Iced Latte, with non-dairy milk"
92102503.0,"Coffee, Iced Latte, flavored"
92102504.0,"Coffee, Iced Latte, nonfat, flavored"
92102505.0,"Coffee, Iced Latte, with non-dairy milk, flavored"
92102510.0,"Coffee, Iced Latte, decaffeinated"
92102511.0,"Coffee, Iced Latte, decaffeinated, nonfat"
92102512.0,"Coffee, Iced Latte, decaffeinated, with non-dairy milk"
92102513.0,"Coffee, Iced Latte, decaffeinated, flavored"
92102514.0,"Coffee, Iced Latte, decaffeinated, nonfat, flavored"
92102515.0,"Coffee, Iced Latte, decaffeinated, with non-dairy milk, flavored"
92102600.0,"Coffee, Iced Cafe Mocha"
92102601.0,"Coffee, Iced Cafe Mocha, nonfat"
92102602.0,"Coffee, Iced Cafe Mocha, with non-dairy milk"
92102610.0,"Coffee, Iced Cafe Mocha, decaffeinated"
92102611.0,"Coffee, Iced Cafe Mocha, decaffeinated, nonfat"
92102612.0,"Coffee, Iced Cafe Mocha, decaffeinated, with non-dairy milk"
92103000.0,"Coffee, instant, reconstituted"
92104000.0,"Coffee, instant, 50% less caffeine, reconstituted"
92111000.0,"Coffee, NS as to brewed or instant, decaffeinated"
92111010.0,"Coffee, brewed, decaffeinated"
92114000.0,"Coffee, instant, decaffeinated, reconstituted"
92121000.0,"Coffee, instant, pre-lightened and pre-sweetened with sugar, reconstituted"
92121001.0,"Coffee, instant, decaffeinated, pre-lightened and pre-sweetened with sugar, reconsitituted"
92121010.0,"Coffee, instant, pre-sweetened with sugar, reconstituted"
92121030.0,"Coffee, mocha, instant, pre-lightened and pre-sweetened with low calorie sweetener, reconstituted"
92121040.0,"Coffee, instant, pre-lightened and pre-sweetened with low calorie sweetener, reconstituted"
92121041.0,"Coffee, instant, decaffeinated, pre-lightened and pre-sweetened with low calorie sweetener, reconstituted"
92130000.0,"Coffee, pre-lightened and pre-sweetened with sugar"
92130001.0,"Coffee, decaffeinated, pre-lightened and pre-sweetened with sugar"
92130005.0,"Coffee, pre-lightened and pre-sweetened with low calorie sweetener"
92130006.0,"Coffee, decaffeinated, pre-lightened and pre-sweetened with low calorie sweetener"
92130010.0,"Coffee, pre-lightened"
92130011.0,"Coffee, decaffeinated, pre-lightened"
92130020.0,"Coffee, pre-sweetened with sugar"
92130021.0,"Coffee, decaffeinated, pre-sweetened with sugar"
92130030.0,"Coffee, pre-sweetened with low calorie sweetener"
92130031.0,"Coffee, decaffeinated, pre-sweetened with low calorie sweetener"
92152000.0,"Coffee and chicory, brewed"
92152010.0,"Coffee and chicory, brewed, decaffeinated"
92161000.0,"Coffee, Cappuccino"
92161001.0,"Coffee, Cappuccino, nonfat"
92161002.0,"Coffee, Cappuccino, with non-dairy milk"
92162000.0,"Coffee, Cappuccino, decaffeinated"
92162001.0,"Coffee, Cappuccino, decaffeinated, nonfat"
92162002.0,"Coffee, Cappuccino, decaffeinated, with non-dairy milk"
92171000.0,"Coffee, bottled/canned"
92171010.0,"Coffee, bottled/canned, light"
92191100.0,"Coffee, instant, not reconstituted"
92191200.0,"Coffee, instant, decaffeinated, not reconstituted"
92191400.0,"Coffee, instant, pre-sweetened with sugar, not reconstituted"
92193000.0,"Coffee, instant, pre-lightened and pre-sweetened with sugar, not reconstituted"
92193005.0,"Coffee, instant, decaffeinated, pre-lightened and pre-sweetened with sugar, not reconstituted"
92193025.0,"Coffee, instant, decaffeinated, pre-lightened and pre-sweetened with low calorie sweetener, not reconstituted"
92201010.0,Coffee substitute
92202010.0,Chicory beverage
92302000.0,"Tea, hot, leaf, black"
92302500.0,"Tea, hot, leaf, black, decaffeinated"
92303010.0,"Tea, hot, leaf, green"
92303100.0,"Tea, hot, leaf, green, decaffeinated"
92304100.0,"Tea, hot, leaf, oolong"
92305010.0,"Tea, iced, instant, black, unsweetened"
92305040.0,"Tea, iced, instant, black, pre-sweetened with sugar"
92305050.0,"Tea, iced, instant, black, decaffeinated, pre-sweetened with sugar"
92305090.0,"Tea, iced, instant, black, pre-sweetened with low calorie sweetener"
92305110.0,"Tea, iced, instant, black, decaffeinated, pre-sweetened with low calorie sweetener"
92305180.0,"Tea, iced, instant, black, decaffeinated, unsweetened"
92305900.0,"Tea, iced, instant, green, unsweetened"
92305910.0,"Tea, iced, instant, green, pre-sweetened with sugar"
92305920.0,"Tea, iced, instant, green, pre-sweetened with low calorie sweetener"
92306000.0,"Tea, hot, herbal"
92306090.0,"Tea, hot, hibiscus"
92306100.0,Corn beverage
92306700.0,"Tea, hot, chamomile"
92306800.0,"Tea, hot, with milk"
92306850.0,"Tea, ginger"
92306910.0,"Tea, bubble"
92306920.0,"Tea, kombucha"
92307000.0,"Tea, iced, instant, black, unsweetened, dry"
92307400.0,"Tea, iced, instant, black, pre-sweetened, dry"
92307500.0,Iced Tea / Lemonade juice drink
92307510.0,"Iced Tea / Lemonade juice drink, light"
92307520.0,"Iced Tea / Lemonade juice drink, diet"
92308000.0,"Tea, iced, brewed, black, pre-sweetened with sugar"
92308010.0,"Tea, iced, brewed, black, pre-sweetened with low calorie sweetener"
92308020.0,"Tea, iced, brewed, black, unsweetened"
92308030.0,"Tea, iced, brewed, black, decaffeinated, pre-sweetened with sugar"
92308040.0,"Tea, iced, brewed, black, decaffeinated, pre-sweetened with low calorie sweetener"
92308050.0,"Tea, iced, brewed, black, decaffeinated, unsweetened"
92308500.0,"Tea, iced, brewed, green, pre-sweetened with sugar"
92308510.0,"Tea, iced, brewed, green, pre-sweetened with low calorie sweetener"
92308520.0,"Tea, iced, brewed, green, unsweetened"
92308530.0,"Tea, iced, brewed, green, decaffeinated, pre-sweetened with sugar"
92308540.0,"Tea, iced, brewed, green, decaffeinated, pre-sweetened with low calorie sweetener"
92308550.0,"Tea, iced, brewed, green, decaffeinated, unsweetened"
92309000.0,"Tea, iced, bottled, black"
92309010.0,"Tea, iced, bottled, black, decaffeinated"
92309020.0,"Tea, iced, bottled, black, diet"
92309030.0,"Tea, iced, bottled, black, decaffeinated, diet"
92309040.0,"Tea, iced, bottled, black, unsweetened"
92309050.0,"Tea, iced, bottled, black, decaffeinated, unsweetened"
92309500.0,"Tea, iced, bottled, green"
92309510.0,"Tea, iced, bottled, green, diet"
92309520.0,"Tea, iced, bottled, green, unsweetened"
92400000.0,"Soft drink, NFS"
92400100.0,"Soft drink, NFS, diet"
92410110.0,"Water, tonic"
92410210.0,"Water, carbonated, plain"
92410250.0,"Water, carbonated, flavored"
92410310.0,"Soft drink, cola"
92410320.0,"Soft drink, cola, diet"
92410340.0,"Soft drink, cola, decaffeinated"
92410350.0,"Soft drink, cola, decaffeinated, diet"
92410360.0,"Soft drink, pepper type"
92410370.0,"Soft drink, pepper type, diet"
92410390.0,"Soft drink, pepper type, decaffeinated"
92410400.0,"Soft drink, pepper type, decaffeinated, diet"
92410410.0,"Soft drink, cream soda"
92410420.0,"Soft drink, cream soda, diet"
92410510.0,"Soft drink, fruit flavored, caffeine free"
92410520.0,"Soft drink, fruit flavored, diet, caffeine free"
92410550.0,"Soft drink, fruit flavored, caffeine containing"
92410560.0,"Soft drink, fruit flavored, caffeine containing, diet"
92410610.0,"Soft drink, ginger ale"
92410620.0,"Soft drink, ginger ale, diet"
92410710.0,"Soft drink, root beer"
92410720.0,"Soft drink, root beer, diet"
92410810.0,"Soft drink, chocolate flavored"
92410820.0,"Soft drink, chocolate flavored, diet"
92411510.0,"Soft drink, cola, fruit or vanilla flavored"
92411520.0,"Soft drink, cola, chocolate flavored"
92411610.0,"Soft drink, cola, fruit or vanilla flavored, diet"
92411620.0,"Soft drink, cola, chocolate flavored, diet"
92432000.0,"Fruit juice drink, citrus, carbonated"
92433000.0,"Fruit juice drink, noncitrus, carbonated"
92510610.0,Fruit juice drink
92510650.0,Tamarind drink
92510720.0,"Fruit punch, made with fruit juice and soda"
92510955.0,"Lemonade, fruit juice drink"
92510960.0,"Lemonade, fruit flavored drink"
92511000.0,"Lemonade, frozen concentrate, not reconstituted"
92511015.0,Fruit flavored drink
92512090.0,"Pina Colada, nonalcoholic"
92512110.0,"Margarita mix, nonalcoholic"
92513000.0,Slush frozen drink
92513010.0,"Slush frozen drink, no sugar added"
92530410.0,"Fruit flavored drink, with high vitamin C"
92530510.0,"Cranberry juice drink, with high vitamin C"
92530610.0,"Fruit juice drink, with high vitamin C"
92530950.0,"Vegetable and fruit juice drink, with high vitamin C"
92531030.0,Fruit juice drink (Sunny D)
92541010.0,"Fruit flavored drink, powdered, reconstituted"
92542000.0,"Fruit flavored drink, with high vitamin C, powdered, reconstituted"
92550030.0,"Fruit juice drink, with high vitamin C, light"
92550035.0,"Fruit juice drink, light"
92550040.0,"Fruit juice drink, diet"
92550110.0,"Cranberry juice drink, with high vitamin C, light"
92550200.0,"Grape juice drink, light"
92550350.0,"Orange juice beverage, 40-50% juice, light"
92550360.0,"Apple juice beverage, 40-50% juice, light"
92550370.0,"Lemonade, fruit juice drink, light"
92550380.0,"Pomegranate juice beverage, 40-50% juice, light"
92550400.0,"Vegetable and fruit juice drink, with high vitamin C, diet"
92550405.0,"Vegetable and fruit juice drink, with high vitamin C, light"
92550610.0,"Fruit flavored drink, with high vitamin C, diet"
92550620.0,"Fruit flavored drink, diet"
92552000.0,"Fruit flavored drink, with high vitamin C, powdered, reconstituted, diet"
92552010.0,"Fruit flavored drink, powdered, reconstituted, diet"
92552030.0,Fruit juice drink (Capri Sun)
92582110.0,"Fruit juice drink, added calcium (Sunny D)"
92610020.0,"Horchata, made with water"
92610030.0,"Horchata, made with milk"
92611010.0,Frescavena
92611100.0,Atole de avena
92612010.0,Sugar cane beverage
92613010.0,Atole
92613510.0,Atole de chocolate
92801000.0,"Wine, nonalcoholic"
92803000.0,"Beer, nonalcoholic"
92804000.0,Shirley Temple
92900100.0,"Fruit flavored drink, with high vitamin C, powdered, not reconstituted"
92900110.0,"Fruit flavored drink, powdered, not reconstituted"
92900200.0,"Fruit flavored drink, powdered, not reconstituted, diet"
92900300.0,"Sports drink, dry concentrate, not reconstituted"
93101000.0,Beer
93102000.0,"Beer, light"
93102300.0,"Beer, higher alcohol"
93106000.0,"Alcoholic malt beverage, sweetened"
93106100.0,Alcoholic malt beverage
93106500.0,Hard cider
93106600.0,Hard seltzer
93201000.0,Liqueur
93201010.0,"Liqueur, cream"
93202000.0,"Liqueur, coffee flavored"
93301000.0,"Cocktail, NFS"
93301010.0,Brandy Alexander
93301030.0,Bloody Mary
93301032.0,Cape Cod
93301040.0,Daiquiri
93301045.0,"Gelatin shot, alcoholic"
93301050.0,Gimlet
93301060.0,Gin and tonic
93301075.0,Greyhound
93301083.0,Jagerbomb
93301085.0,Kamikaze
93301090.0,Manhattan
93301100.0,Margarita
93301110.0,Martini
93301111.0,"Martini, flavored"
93301113.0,Michelada
93301115.0,Mimosa
93301120.0,Mint julep
93301125.0,Mojito
93301127.0,Moscow mule
93301130.0,Old fashioned
93301132.0,Orange Blossom
93301135.0,Rob Roy
93301136.0,Rusty Nail
93301140.0,Screwdriver
93301141.0,Seabreeze
93301142.0,Seven and Seven
93301150.0,Tom Collins
93301160.0,Whiskey sour
93301170.0,Whiskey and soda
93301181.0,Whiskey and water
93301182.0,Whiskey and cola
93301183.0,Whiskey and diet cola
93301184.0,Whiskey and ginger ale
93301190.0,Rum and cola
93301191.0,Rum and diet cola
93301200.0,Pina Colada
93301205.0,Brandy and cola
93301211.0,Vodka and soda
93301213.0,Vodka and lemonade
93301214.0,Vodka and cola
93301215.0,Vodka and diet cola
93301216.0,Vodka and energy drink
93301217.0,Vodka and water
93301218.0,Vodka and tonic
93301230.0,Sloe gin fizz
93301240.0,Black Russian
93301250.0,White Russian
93301270.0,"Fruit punch, alcoholic"
93301275.0,Champagne punch
